word,POS,tag
AGREEMENT,NNP,O
WITNESSETH,NNP,O
AS_FQLLCWS,NNP,O
SOS,NNP,O
The,DT,O
tenancy,NN,O
shall,MD,O
commence,VB,O
from,IN,O
11,CD,B-startdate
4,CD,I-startdate
2012,CD,I-startdate
and,CC,O
initially,RB,O
valid,JJ,O
for,IN,O
a,DT,O
period,NN,O
of,IN,O
eleven,JJ,B-end
months,NNS,I-end
and,CC,O
may,MD,O
be,VB,O
renewed,VBN,O
with,IN,O
SOS,NNP,O
5,CD,O
enhanced,VBD,O
rent,NN,O
for,IN,O
further,JJ,O
periods,NNS,O
before,IN,O
the,DT,O
expiry,NN,O
of,IN,O
this,DT,O
agreement,NN,O
after,IN,O
mutual,JJ,O
consent,NN,O
between,IN,O
the,DT,O
parties,NNS,O
SOS,NNP,O
The,DT,O
tenant,NN,O
shall,MD,O
pay,VB,O
a,DT,O
monthly,JJ,O
rent,NN,O
of,IN,O
Rs,NNP,O
15,CD,O
0,CD,O
Rupees,NNS,B-value
SOS,NNP,O
Fifteen,NNP,B-value
thousand,VBZ,I-value
only,RB,I-value
t,JJ,O
to,TO,O
the,DT,O
owner,NN,O
on,IN,O
or,CC,O
SOS,NNP,O
xe2,NNP,O
x80,NNP,O
xa2,NNP,O
xe2,NNP,O
x96,NNP,O
xa0,NNP,O
before,IN,O
5th,CD,O
of,IN,O
every,DT,O
succeeding,VBG,O
month,NN,O
as,IN,O
per,IN,O
the,DT,O
english,JJ,O
calendar,NN,O
month,NN,O
SOS,NNP,O
The,DT,O
tenant,NN,O
has,VBZ,O
paid,VBN,O
a,DT,O
total,JJ,O
sum,NN,O
of,IN,O
Rs,NNP,O
1,CD,O
50,CD,O
0,CD,O
Rupees,NNS,O
SOS,NNP,O
One,CD,O
Lakh,NNP,O
fifty,NN,O
thousadn,NN,O
only,RB,O
t,VBZ,O
to,TO,O
the,DT,O
owner,NN,O
SOS,NNP,O
towards,NNS,O
advance,NN,O
security,NN,O
deposit,NN,O
This,DT,O
sum,VBZ,O
shall,MD,O
carry,VB,O
no,DT,O
interest,NN,O
but,CC,O
refundable,JJ,O
to,TO,O
the,DT,O
tenant,NN,O
at,IN,O
the,DT,O
time,NN,O
of,IN,O
vacating,VBG,O
the,DT,O
premises,NNS,O
after,IN,O
deductions,NNS,O
for,IN,O
damages,NNS,O
and,CC,O
dues,NNS,O
if,IN,O
any,DT,O
SOS,NNP,O
Re,NNP,O
painting,VBG,O
cost,NN,O
0ne,CD,O
M,NNP,O
nth,JJ,O
Rent,NNP,O
SOS,NNP,O
The,DT,O
tenant,NN,O
sliall,JJ,O
pay,NN,O
for,IN,O
the,DT,O
electricity,NN,O
charges,VBZ,O
separately,RB,O
SOS,NNP,O
and,CC,O
water,NN,O
charges,NNS,O
separately,RB,O
SOS,VBP,O
The,DT,O
Owner,NNP,O
Tenant,NNP,O
shall,MD,O
give,VB,O
to,TO,O
the,DT,O
Tenant,NNP,O
Cwner,NNP,O
llU0,VBD,O
2,CD,O
month,NN,O
advance,NN,O
notice,NN,O
for,IN,O
vacating,NN,O
of,IN,O
the,DT,O
premises,NNS,O
SOS,NNP,O
The,DT,O
Tenant,NNP,O
shall,MD,O
allow,VB,O
inspection,NN,O
by,IN,O
the,DT,O
owner,NN,O
during,IN,O
all,DT,O
reasonable,JJ,O
hours,NNS,O
and,CC,O
the,DT,O
tenant,NN,O
shall,MD,O
not,RB,O
re,VB,O
lease,NN,O
or,CC,O
alter,VB,O
the,DT,O
premises,NNS,O
and,CC,O
shall,MD,O
while,IN,O
vacating,VBG,O
the,DT,O
same,JJ,O
shall,MD,O
hand,NN,O
over,IN,O
it,PRP,O
to,TO,O
the,DT,O
owner,NN,O
only,RB,O
in,IN,O
the,DT,O
same,JJ,O
condition,NN,O
in,IN,O
which,WDT,O
it,PRP,O
was,VBD,O
occupied,VBN,O
save,JJ,O
normal,JJ,O
wear,NN,O
and,CC,O
tear,JJ,O
SOS,NNP,O
The,DT,O
tenant,NN,O
shall,MD,O
maintain,VB,O
the,DT,O
premises,NNS,O
in,IN,O
good,JJ,O
and,CC,O
tenantable,JJ,O
condition,NN,O
during,IN,O
the,DT,O
tenancy,NN,O
period,NN,O
SOS,NNP,O
xc2,NNP,O
xb0,NNP,O
n,RB,O
as,IN,O
xc2,JJ,O
xae,IN,O
the,DT,O
tenant,NN,O
vacates,VBZ,O
even,RB,O
before,IN,O
the,DT,O
agreed,JJ,O
period,NN,O
of,IN,O
eleven,JJ,O
months,NNS,O
then,RB,O
the,DT,O
owner,NN,O
shall,MD,O
deduct,VB,O
Rs,NNP,O
15,CD,O
0,CD,O
towards,NNS,O
brokerage,NN,O
SOS,NNP,O
SCHEDULE,NNP,O
OF,IN,O
THE,NNP,O
PRExMISES,NNP,O
SOS,NNP,O
rLAT,VBZ,O
no,DT,O
B503,NNP,O
NESTER,NNP,O
RAGA,NNP,O
APARTMENTS,NNP,O
MAHADEVAPURA,NNP,O
0PPSITE,CD,O
MORE,NNP,O
MEGA,NNP,O
STORE,NNP,O
BANGALORE,NNP,O
560,CD,O
48,CD,O
SOS,NNP,O
Consisting,NNP,O
of,IN,O
3BHK,CD,O
SOS,NNP,O
Fitted,NNP,O
with,IN,O
Cfans,NNPS,O
t,VBP,O
Geyser,NNP,O
1,CD,O
Tlights,NNP,O
Efan,NNP,O
SOS,NNP,O
IN,NNP,O
WITNESS,NNP,O
WHERFop,NNP,O
v,NN,O
t,NN,O
t,NN,O
SOS,NNP,O
on,IN,O
the,DT,O
day,NN,O
month1,VBD,O
j,NN,O
e,NN,O
tand,NN,O
Tenant,NNP,O
have,VBP,O
signed,VBN,O
this,DT,O
agreement,NN,O
SOS,NNP,O
w,NN,O
and,CC,O
year,NN,O
first,RB,O
above,IN,O
mentioned,VBN,O
SOS,NNP,O
WITNESSES,NNP,O
SOS,NNP,O
1,CD,O
X,NNP,O
r,NN,O
SOS,NNP,O
OWNER,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
RENTAL,NNP,O
AGREEMENT,NNP,O
SOS,NNP,O
This,DT,O
agreement,NN,O
of,IN,O
Tenancy,NNP,O
is,VBZ,O
made,VBN,O
and,CC,O
executed,VBN,O
at,IN,O
Chennai,NNP,O
on,IN,O
1st,CD,O
day,NN,O
of,IN,O
September,NNP,O
2011,CD,O
1,CD,O
3,CD,O
2011,CD,O
SOS,NNP,O
BETWEEN,NNP,O
SOS,NNP,O
k,NNP,B-partyone
Sarguneswaran,NNP,I-partyone
s,VBD,O
o,JJ,O
G,NNP,O
Kasinath,NNP,O
Rao,NNP,O
aged,VBD,O
about,IN,O
54,CD,O
years,NNS,O
residing,VBG,O
at,IN,O
No,NNP,O
20,CD,O
3,CD,O
Venkateswara,NNP,O
nagar,NN,O
IstMain,NNP,O
road,NN,O
Velachery,NNP,O
Chennai,NNP,O
42,CD,O
Tamil,NNP,O
Nadu,NNP,O
Hereinafter,NNP,O
referred,VBD,O
as,IN,O
the,DT,O
OWNER,NNP,O
SOS,NNP,O
AND,NNP,O
SOS,NNP,O
R,NNP,B-partytwo
Mathankumar,NNP,I-partytwo
s,VBD,O
o,JJ,O
Ramasamy,NNP,O
aged,VBD,O
28,CD,O
years,NNS,O
New,NNP,O
No,RB,O
88,CD,O
01d,CD,O
No,DT,O
62,CD,O
Madha,NNP,O
kovil,NNP,O
street,NN,O
Ganesapuram,NNP,O
Namakkal,NNP,O
637001,CD,O
Hereinafter,NNP,O
referred,VBD,O
as,IN,O
the,DT,O
TENANT,NNP,O
SOS,NNP,O
whereas,IN,O
the,DT,O
Tenant,NNP,O
has,VBZ,O
requested,VBN,O
the,DT,O
Owner,NNP,O
to,TO,O
let,VB,O
out,RP,O
the,DT,O
premises,NNS,O
bearing,VBG,O
address,NN,O
No,RB,O
20,CD,O
3,CD,O
Venkateswara,NNP,O
nagar,RB,O
1st,CD,O
Main,NNP,O
road,NN,O
Velachery,NNP,O
Chennai,NNP,O
42,CD,O
Tamil,NNP,O
Nadu,NNP,O
In,IN,O
consideration,NN,O
of,IN,O
the,DT,O
rent,NN,O
hereinafter,NN,O
reserved,VBN,O
and,CC,O
the,DT,O
conditions,NNS,O
hereinafter,VBP,O
stated,VBN,O
SOS,NNP,O
Now,RB,O
this,DT,O
agreement,NN,O
witnesses,VBZ,O
as,IN,O
follows,VBZ,O
SOS,NNP,O
The,DT,O
Tenant,NNP,O
shall,MD,O
pay,VB,O
a,DT,O
monthly,JJ,O
rent,NN,O
of,IN,O
Rs,NNP,O
7200,CD,O
Seven,NNP,O
thousand,CD,O
and,CC,O
two,CD,O
hundred,VBD,O
only,RB,O
on,IN,O
or,CC,O
before,IN,O
5,CD,O
th,JJ,O
day,NN,O
of,IN,O
every,DT,O
month,NN,O
SOS,NNP,O
The,DT,O
Tenant,NNP,O
has,VBZ,O
deposited,VBN,O
with,IN,O
Owner,NNP,O
Rs,NNP,O
40,CD,O
0,CD,O
Forty,NNP,B-value
thousand,NN,I-value
as,IN,O
advance,NN,O
and,CC,O
security,NN,O
deposit,NN,O
which,WDT,O
the,DT,O
Owner,NNP,O
hereby,NN,O
acknowledges,VBZ,O
the,DT,O
said,VBD,O
sum,JJ,O
shall,MD,O
carry,VB,O
no,DT,O
interest,NN,O
but,CC,O
refundable,JJ,O
to,TO,O
the,DT,O
Tenant,NN,O
on,IN,O
the,DT,O
termination,NN,O
of,IN,O
the,DT,O
tenancy,NN,O
SOS,NNP,O
The,DT,O
tenancy,NN,O
shall,MD,O
be,VB,O
in,IN,O
force,NN,O
for,IN,O
a,DT,O
period,NN,O
of,IN,O
eleven,JJ,B-end
months,NNS,I-end
from,IN,O
the,DT,O
above,NN,O
said,VBD,O
date,NN,O
and,CC,O
the,DT,O
month,NN,O
of,IN,O
tenancy,NN,O
being,VBG,O
the,DT,O
English,NNP,O
calendar,NN,O
month,NN,O
SOS,NNP,O
The,DT,O
Owner,NNP,O
shall,MD,O
have,VB,O
the,DT,O
right,NN,O
to,TO,O
terminate,VB,O
the,DT,O
tenancy,NN,O
if,IN,O
the,DT,O
Tenant,NNP,O
fails,VBZ,O
to,TO,O
pay,VB,O
the,DT,O
rent,NN,O
regularly,RB,O
for,IN,O
a,DT,O
consecutive,JJ,O
period,NN,O
of,IN,O
two,CD,O
or,CC,O
more,JJR,O
months,NNS,O
or,CC,O
commits,NNS,O
breach,NN,O
of,IN,O
any,DT,O
of,IN,O
the,DT,O
terms,NNS,O
herein,VBP,O
SOS,NNP,O
The,DT,O
Tenant,NNP,O
shall,MD,O
use,VB,O
the,DT,O
premises,NNS,O
only,RB,O
for,IN,O
residential,JJ,O
purpose,NN,O
and,CC,O
shall,MD,O
not,RB,O
use,VB,O
it,PRP,O
for,IN,O
any,DT,O
offensive,JJ,O
or,CC,O
objectionable,JJ,O
purpose,NN,O
and,CC,O
shall,MD,O
not,RB,O
any,DT,O
consent,NN,O
of,IN,O
the,DT,O
Owner,NNP,O
hereby,VBD,O
a,DT,O
sublet,NN,O
under,IN,O
lease,NN,O
or,CC,O
part,NN,O
the,DT,O
possession,NN,O
of,IN,O
the,DT,O
any,DT,O
whomsoever,NN,O
or,CC,O
make,VB,O
any,DT,O
alteration,NN,O
therein,NN,O
SOS,NNP,O
The,DT,O
Owner,NNP,O
shall,MD,O
allow,VB,O
the,DT,O
Tenant,NNP,O
peaceful,JJ,O
possession,NN,O
of,IN,O
any,DT,O
enjoyment,NN,O
of,IN,O
the,DT,O
premises,NNS,O
during,IN,O
the,DT,O
continuance,NN,O
of,IN,O
tenancy,NN,O
provided,VBD,O
the,DT,O
Tenant,NN,O
acts,VBZ,O
up,RP,O
to,TO,O
the,DT,O
terms,NNS,O
of,IN,O
this,DT,O
agreement,NN,O
SOS,VBZ,O
The,DT,O
Tenant,NNP,O
shall,MD,O
not,RB,O
cause,VB,O
any,DT,O
damage,NN,O
to,TO,O
the,DT,O
fixed,JJ,O
fixtures,NNS,O
on,IN,O
the,DT,O
above,NN,O
said,VBD,O
property,NN,O
Any,NNP,O
damage,NN,O
cause,NN,O
shall,MD,O
be,VB,O
repaired,VBN,O
at,IN,O
the,DT,O
cost,NN,O
of,IN,O
the,DT,O
Tenant,NNP,O
SOS,NNP,O
The,DT,O
Tenant,NNP,O
shall,MD,O
pay,VB,O
electricity,NN,O
bill,NN,O
of,IN,O
Rs,NNP,O
4,CD,O
unit,NN,O
Four,CD,O
only,RB,O
separately,RB,O
SOS,NNP,O
It,PRP,O
is,VBZ,O
hereby,JJ,O
agreed,VBD,O
that,IN,O
one,CD,O
month,NN,O
notice,NN,O
on,IN,O
either,DT,O
side,NN,O
is,VBZ,O
required,VBN,O
for,IN,O
the,DT,O
termination,NN,O
of,IN,O
the,DT,O
tenancy,NN,O
SOS,NNP,O
The,DT,O
tenancy,NN,O
shall,MD,O
be,VB,O
renewed,VBN,O
for,IN,O
further,JJ,O
period,NN,O
s,VBD,O
mutually,RB,O
agreed,VBN,O
between,IN,O
parties,NNS,O
on,IN,O
the,DT,O
terms,NNS,O
and,CC,O
conditions,NNS,O
SOS,NNP,O
Fittings,NNP,O
Tube,NNP,O
Lights,NNP,O
2,CD,O
Fans,NNS,O
2,CD,O
SOS,NNP,O
in,IN,O
witnesses,NNS,O
whereof,VBP,O
the,DT,O
parties,NNS,O
have,VBP,O
set,VBN,O
their,PRP$,O
respective,JJ,O
hands,NNS,O
onto,IN,O
this,DT,O
agreement,NN,O
of,IN,O
the,DT,O
day,NN,O
the,DT,O
month,NN,O
the,DT,O
year,NN,O
first,RB,O
above,IN,O
written,VBN,O
SOS,NNP,O
Witnesses,NNP,O
SOS,NNP,O
1,CD,O
SOS,NNP,O
Owner,NNP,O
SOS,NNP,O
Tenant,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
SOS,NNP,O
RENTAL,NNP,O
AGREEMENT,NNP,O
SOS,NNP,O
This,DT,O
RENTAL,NNP,O
AGREEMENT,NNP,O
is,VBZ,O
made,VBN,O
and,CC,O
executed,VBN,O
at,IN,O
Bangalore,NNP,O
on,IN,O
this,DT,O
5th,JJ,O
day,NN,O
of,IN,O
April,NNP,O
2012,CD,O
between,IN,O
Mrs,NNP,B-partyone
PADMAVATI,NNP,I-partyone
154,CD,O
2,CD,O
1st,CD,O
floor,NN,O
9th,CD,O
Cross,NNP,O
Byrasandra,NNP,O
Main,NNP,O
Road,NNP,O
G,NNP,O
M,NNP,O
Palya,NNP,O
Bangalore,NNP,O
560,CD,O
75,CD,O
hereinafter,NN,O
called,VBD,O
the,DT,O
xe2,NNP,O
x80,NNP,O
x98OWNER,NNP,O
xe2,NNP,O
x80,NNP,O
x99,NNP,O
of,IN,O
one,CD,O
part,NN,O
SOS,NNP,O
Mrs,NNP,B-partytwo
SANGHAMITRA,NNP,I-partytwo
PARIDA,NNP,I-partytwo
Working,NNP,O
at,IN,O
Sasken,NNP,O
CommunicationTechnologies,NNPS,O
Ltd,NNP,O
139,CD,O
25,CD,O
Ring,VBG,O
Road,NNP,O
Domlur,NNP,O
Bangalore,NNP,O
560,CD,O
71,CD,O
hereinafter,NN,O
called,VBD,O
the,DT,O
xe2,NNP,O
x80,NNP,O
x98TENANT,NNP,O
xe2,NNP,O
x80,NNP,O
x99,NNP,O
of,IN,O
the,DT,O
other,JJ,O
part,NN,O
SOS,NNP,O
Whereas,NNP,O
the,DT,O
Tenant,NNP,O
has,VBZ,O
Requested,VBN,O
the,DT,O
Owner,NNP,O
to,TO,O
let,VB,O
out,RP,O
a,DT,O
house,NN,O
154,CD,O
2,CD,O
Ground,NNP,O
floor,NN,O
9th,CD,O
Cross,NNP,O
Byrasandra,NNP,O
Main,NNP,O
Road,NNP,O
G,NNP,O
M,NNP,O
Palya,NNP,O
Bangalore,NNP,O
560,CD,O
75,CD,O
In,IN,O
consideration,NN,O
of,IN,O
the,DT,O
rent,NN,O
hereinafter,NN,O
reserved,VBN,O
and,CC,O
the,DT,O
condition,NN,O
herein,NN,O
after,IN,O
stated,VBN,O
SOS,NNP,O
NOW,NNP,O
THIS,NNP,O
AGREEMENT,NNP,O
WITNESSETH,NNP,O
AS,NNP,O
FOLLOWS,NNP,O
SOS,NNP,O
The,DT,O
Tenant,NNP,O
shall,MD,O
pay,VB,O
a,DT,O
monthly,JJ,O
rent,NN,O
of,IN,O
Rs,NNP,O
8000,CD,O
on,IN,O
or,CC,O
before,IN,O
5th,CD,O
of,IN,O
every,DT,O
month,NN,O
Rent,NNP,O
will,MD,O
be,VB,O
start,RB,O
from,IN,O
at,IN,O
the,DT,O
time,NN,O
of,IN,O
occupation,NN,O
The,DT,O
rent,NN,O
enhancement,NN,O
shall,MD,O
be,VB,O
increased,VBN,O
at,IN,O
10,CD,O
after,IN,O
11,CD,B-end
months,NNS,I-end
SOS,NNP,O
The,DT,O
Tenant,NNP,O
has,VBZ,O
to,TO,O
pay,VB,O
the,DT,O
security,NN,O
deposit,NN,O
amount,NN,O
of,IN,O
Rs,NNP,B-value
60000,CD,I-value
The,DT,O
Tenant,NNP,O
paid,VBD,O
cash,NN,O
Rs,NNP,O
60000,CD,O
Dated,VBD,O
5,CD,B-startdate
4,CD,I-startdate
2012,CD,I-startdate
will,MD,O
be,VB,O
paid,VBN,O
at,IN,O
time,NN,O
of,IN,O
occupation,NN,O
The,DT,O
owner,NN,O
acknowledges,VBZ,O
the,DT,O
receipt,NN,O
of,IN,O
the,DT,O
same,JJ,O
The,DT,O
security,NN,O
deposit,NN,O
amount,NN,O
of,IN,O
Rs,NNP,O
60000,CD,O
shall,MD,O
not,RB,O
carry,VB,O
any,DT,O
interest,NN,O
but,CC,O
will,MD,O
be,VB,O
refundable,JJ,O
to,TO,O
the,DT,O
Tenant,NN,O
on,IN,O
the,DT,O
termination,NN,O
of,IN,O
Tenancy,NNP,O
After,IN,O
deducting,VBG,O
any,DT,O
dues,NNS,O
in,IN,O
rent,NN,O
electricity,NN,O
damages,NNS,O
etc,VBP,O
SOS,NNP,O
The,DT,O
Tenancy,NNP,O
shall,MD,O
be,VB,O
in,IN,O
force,NN,O
for,IN,O
the,DT,O
period,NN,O
of,IN,O
11,CD,B-end
Months,NNS,I-end
from,IN,O
the,DT,O
5th,CD,B-startdate
April,NNP,I-startdate
of,IN,I-startdate
2012,CD,I-startdate
month,NN,O
of,IN,O
tenancy,NN,O
being,VBG,O
the,DT,O
English,NNP,O
Calendar,NNP,O
month,NN,O
SOS,NNP,O
The,DT,O
owner,NN,O
shall,MD,O
have,VB,O
the,DT,O
right,NN,O
to,TO,O
terminate,VB,O
the,DT,O
tenancy,NN,O
if,IN,O
the,DT,O
tenant,NN,O
fails,VBZ,O
to,TO,O
pay,VB,O
the,DT,O
rent,NN,O
regularly,RB,O
for,IN,O
a,DT,O
consecutive,JJ,O
period,NN,O
of,IN,O
two,CD,O
months,NNS,O
or,CC,O
commits,NNS,O
breach,NN,O
of,IN,O
any,DT,O
of,IN,O
the,DT,O
terms,NNS,O
herein,NN,O
and,CC,O
take,VB,O
possession,NN,O
of,IN,O
the,DT,O
premises,NNS,O
SOS,NNP,O
The,DT,O
Tenant,NNP,O
shall,MD,O
use,VB,O
the,DT,O
premises,NNS,O
only,RB,O
for,IN,O
Residential,NNP,O
purpose,NN,O
and,CC,O
shall,MD,O
not,RB,O
use,VB,O
it,PRP,O
any,DT,O
offensive,JJ,O
or,CC,O
objectionable,JJ,O
purposes,NNS,O
business,NN,O
etc,NN,O
without,IN,O
permission,NN,O
of,IN,O
the,DT,O
Owner,NNP,O
The,DT,O
Tenant,NNP,O
shall,MD,O
keep,VB,O
the,DT,O
premises,NNS,O
neatly,RB,O
in,IN,O
tenentable,JJ,O
condition,NN,O
and,CC,O
shall,MD,O
not,RB,O
make,VB,O
any,DT,O
alteration,NN,O
therein,NN,O
without,IN,O
permission,NN,O
of,IN,O
the,DT,O
Owner,NNP,O
Also,RB,O
any,DT,O
damges,NNS,O
happened,VBN,O
during,IN,O
the,DT,O
stay,NN,O
the,DT,O
cost,NN,O
for,IN,O
the,DT,O
damages,NNS,O
and,CC,O
assocites,VBZ,O
expenses,NNS,O
shall,MD,O
be,VB,O
recovered,VBN,O
in,IN,O
the,DT,O
advance,NN,O
or,CC,O
extra,JJ,O
SOS,NNP,O
The,DT,O
Tenant,NNP,O
shall,MD,O
pay,VB,O
Electricity,NNP,O
and,CC,O
water,NN,O
charges,NNS,O
separately,RB,O
to,TO,O
the,DT,O
concerned,VBN,O
authority,NN,O
and,CC,O
the,DT,O
owner,NN,O
shall,MD,O
pay,VB,O
the,DT,O
property,NN,O
taxes,NNS,O
SOS,NNP,O
The,DT,O
tenancy,NN,O
may,MD,O
be,VB,O
renewed,VBN,O
for,IN,O
further,JJ,O
period,NN,O
s,VBD,O
mutually,RB,O
agreed,VBN,O
between,IN,B-partyone
the,DT,I-partyone
parties,NNS,I-partyone
on,IN,O
the,DT,O
terms,NNS,O
and,CC,O
conditions,NNS,O
to,TO,O
be,VB,O
specified,VBN,O
at,IN,O
that,DT,O
time,NN,O
SOS,NNP,O
It,PRP,O
is,VBZ,O
hereby,JJ,O
agreed,VBD,O
that,IN,O
one,CD,B-notice
month,NN,I-notice
notice,NN,I-notice
on,IN,O
either,DT,O
side,NN,O
is,VBZ,O
required,VBN,O
for,IN,O
the,DT,O
termination,NN,O
of,IN,O
tenancy,NN,O
SOS,NNP,O
The,DT,O
tenant,NN,O
shall,MD,O
pay,VB,O
one,CD,O
month,NN,O
rent,NN,O
towards,NNS,O
painting,VBG,O
and,CC,O
cleaning,NN,O
charges,NNS,O
at,IN,O
the,DT,O
time,NN,O
of,IN,O
vacating,VBG,O
the,DT,O
schedule,NN,O
premises,VBZ,O
SOS,NNP,O
The,DT,O
foilwing,NN,O
fixures,NNS,O
and,CC,O
accesariesr,NNS,O
are,VBP,O
provided,VBN,O
by,IN,O
the,DT,O
owner,NN,O
in,IN,O
good,JJ,O
condition,NN,O
the,DT,O
same,JJ,O
shall,MD,O
be,VB,O
in,IN,O
operatable,JJ,O
conditions,NNS,O
while,IN,O
leaving,VBG,O
SOS,NNP,O
Ceiling,NNP,O
fans,NNS,O
Khaitan,NNP,O
t3,NN,O
tNos,NN,O
SOS,NNP,O
Tube,NNP,O
lights,NNS,O
Surya,NNP,O
t3,NN,O
tNos,NN,O
SOS,NNP,O
Exhaust,NNP,O
fans,NNS,O
t1,VBP,O
tNo,JJ,O
SOS,NNP,O
Bulbs,NNP,O
t5,NN,O
tNos,NN,O
SOS,NNP,O
SCHEDULE,NNP,O
SOS,NNP,O
All,NNP,O
the,DT,O
piece,NN,O
and,CC,O
parcel,NN,O
of,IN,O
the,DT,O
house,NN,O
premises,VBZ,O
154,CD,O
2,CD,O
Ground,NNP,O
floor,NN,O
9th,CD,O
Cross,NNP,O
Byrasandra,NNP,O
Main,NNP,O
Road,NNP,O
G,NNP,O
M,NNP,O
Palya,NNP,O
Bangalore,NNP,O
560,CD,O
75,CD,O
consisting,NN,O
of,IN,O
1,CD,O
Hall,NNP,O
1,CD,O
Kitchen,NNP,O
2,CD,O
Bed,NNP,O
rooms,NNS,O
1,CD,O
Bath,NNP,O
Toilet,NNP,O
SOS,NNP,O
IN,NNP,O
WITNESS,NNP,O
WHEREOF,NNP,O
the,DT,O
parties,NNS,O
have,VBP,O
set,VBN,O
their,PRP$,O
respective,JJ,O
hands,NNS,O
unto,IN,O
this,DT,O
agreement,NN,O
the,DT,O
day,NN,O
and,CC,O
year,NN,O
first,RB,O
above,IN,O
written,VBN,O
SOS,NNP,O
WITNESSES,NNP,O
SOS,NNP,O
1,CD,O
tOWNER,NN,O
SOS,NNP,O
TENANT,NNP,O
SOS,NNP,O
LEASE,NNP,O
AGREEMENT,NNP,O
SOS,NNP,O
This,DT,O
DEED,NNP,O
OF,NNP,O
RENTAL,NNP,O
AGREEMENT,NNP,O
EXECUTED,NNP,O
AT,NNP,O
LANGKAWI,NNP,O
KEDAH,NNP,O
DARUL,NNP,O
AMAN,NNP,O
MALAYSIA,NNP,B-value
ON,NNP,I-value
15,CD,I-value
SEPTEMBER,NNP,O
2012,CD,O
between,IN,O
SOS,NNP,O
ROHANI,NNP,B-partyone
BINTI,NNP,I-partyone
ISMAIL,NNP,I-partyone
MALAYSIAN,NNP,O
I,PRP,O
C,NNP,O
NO,RB,O
6.21118E+11,CD,O
who,WP,O
is,VBZ,O
the,DT,O
absolute,JJ,O
owner,NN,O
of,IN,O
the,DT,O
building,NN,O
bearing,NN,O
NO,NNP,O
73,CD,O
A,NNP,O
KG,NNP,O
BUKIT,NNP,O
NAU,NNP,O
PADANG,NNP,O
MATSIRAT,NNP,O
7100,CD,O
LANGKAWI,NNP,O
hereafter,NN,O
called,VBD,O
the,DT,O
FIRST,NNP,O
PARTY,NNP,O
OF,NNP,O
ONE,NNP,O
PART,NNP,O
SOS,NNP,O
AND,NNP,O
SOS,NNP,O
SECOND,NNP,O
PARTY,NNP,O
NAME,NNP,B-partytwo
NAME,NNP,I-partytwo
ADDRESS,NNP,O
Hereafter,NNP,O
called,VBD,O
THE,NNP,O
SECOND,NNP,O
PARTY,NNP,O
OF,IN,O
OTHER,NNP,O
PART,NNP,O
WITNESSETH,NNP,O
as,IN,O
follows,VBZ,O
SOS,NNP,O
Whereas,NNP,O
THE,NNP,O
PREMISE,NNP,O
NO,NNP,O
73,CD,O
A,NNP,O
KG,NNP,O
BUKIT,NNP,O
NAU,NNP,O
PADANG,NNP,O
MATSIRAT,NNP,O
7100,CD,O
LANGKAWI,NNP,O
KEDAH,NNP,O
DARUL,NNP,O
AMAN,NNP,O
is,VBZ,O
absolutely,RB,O
owned,VBN,O
by,IN,O
the,DT,O
FIRST,NNP,O
PARTY,NNP,O
herein,NN,O
and,CC,O
SOS,NNP,O
WHEREAS,NNP,O
THE,NNP,O
SECOND,NNP,O
PARTY,NNP,O
approached,VBD,O
the,DT,O
FIRST,NNP,O
PARTY,NNP,O
and,CC,O
requested,VBD,O
her,PRP,O
to,TO,O
let,VB,O
out,RP,O
the,DT,O
above,NN,O
said,VBD,O
premises,NNS,O
on,IN,O
monthly,JJ,O
rent,NN,O
for,IN,O
residing,VBG,O
purpose,VB,O
the,DT,O
FIRST,NNP,O
PARTY,NNP,O
agreed,VBD,O
to,TO,O
let,VB,O
out,RP,O
the,DT,O
above,NN,O
said,VBD,O
premises,NNS,O
under,IN,O
the,DT,O
terms,NNS,O
and,CC,O
conditions,NNS,O
hereinafter,VBP,O
stated,VBN,O
SOS,NNP,O
The,DT,O
tenancy,NN,O
shall,MD,O
begin,VB,O
from,IN,O
1,CD,B-startdate
9,CD,I-startdate
2012,CD,I-startdate
and,CC,O
shall,MD,O
before,VB,O
a,DT,O
duration,NN,O
of,IN,O
12,CD,B-end
months,NNS,I-end
i,JJ,O
e,VBP,O
1,CD,B-startdate
9,CD,I-startdate
2012,CD,I-startdate
to,TO,O
31,CD,B-enddate
8,CD,I-enddate
2013,CD,I-enddate
SOS,NNP,O
The,DT,O
monthly,JJ,O
rent,NN,O
shall,MD,O
be,VB,O
RM600,NNP,O
0,CD,O
Ringgit,NNP,O
Malaysia,NNP,O
Six,NNP,O
Hundreds,NNP,O
Only,RB,O
Per,NNP,O
Month,NNP,O
and,CC,O
payable,JJ,O
by,IN,O
the,DT,O
SECOND,NNP,O
PARTY,NNP,O
during,IN,O
the,DT,O
course,NN,O
of,IN,O
FIRST,NNP,O
WEEK,NNP,O
of,IN,O
every,DT,O
month,NN,O
